Feature Name,Score,Code Description
2ed71la,-0.053299615667633055,"{'Biopsy, maxilla using open approach'}"
1hz55gpnm,-0.05326627871084586,"{'Removal of device, heart NEC percutaneous transluminal approach single chamber rate responsive pacem'}"
k098,-0.05326590761208344,"{'Other cysts of oral region, not elsewhere classified'}"
d470,-0.05325326863958223,{'Histiocytic and mast cell tumours of uncertain and unknown behaviour'}
m501,-0.05319527360659138,{'Cervical disc disorder with radiculopathy'}
1lz19hhu1a,-0.053156353811813405,"{'Transfusion, circulatory system NEC using autologous transfusion of red cell concentrates'}"
s4600,-0.0531365215309837,{'Laceration of muscle(s) and tendon(s) of the rotator cuff of shoulder'}
1is57lagx,-0.053127716389432374,"{'Extraction, vena cava (superior and inferior) open approach [e.g. venotomy] using device NEC'}"
p962,-0.05311900550603186,{'Withdrawal symptoms from therapeutic use of drugs in newborn'}
s2908,-0.05308230449592367,{'Other and unspecified injury of muscle and tendon at thorax level'}
m2186,-0.05304729797864874,"{'Other specified acquired deformities of limbs, lower leg'}"
s32401,-0.05302442786934463,"{'Fracture of acetabulum, open'}"
g522,-0.053016134984674945,{'Disorders of vagus nerve'}
s31001,-0.05301099092509922,"{'Open wound of lower back and pelvis, complicated'}"
g731,-0.053008864970246664,{'Lambert-Eaton syndrome'}
s751,-0.052992008647337434,{'Injury of femoral vein at hip and thigh level'}
h900,-0.052962154635164675,"{'Conductive hearing loss, bilateral'}"
1zz35ha1c,-0.052949317722299355,"{'Pharmacotherapy, total body blood and blood forming organ agents percutaneous approach [intramuscula', 'Pharmacotherapy (local), vessels of heart percutaneous injection approach of thrombolytic agent', 'Pharmacotherapy, total body  blood and blood forming organ agents percutaneous approach [intramuscul'}"
q791,-0.052947832718679866,{'Other congenital malformations of diaphragm'}
o008,-0.05289916450368509,{'Other ectopic pregnancy'}
1tv74hakd,-0.05287519860381411,"{'Fixation, radius and ulna percutaneous approach [e.g. with closed or no reduction] no tissue used us'}"
1tx87laxxe,-0.05283640698705816,"{'Excision partial, soft tissue of arm NEC using open approach and local transposition flap [e.g. adva', 'Excision partial, soft tissue of arm NEC using open approach and simple apposition technique [e.g. s'}"
1oe80da,-0.052753941882203864,"{'Repair, bile ducts endoscopic [laparoscopic] approach using apposition technique [e.g. suturing]'}"
1vc74la,-0.052726117997487235,"{'Fixation, femur open approach using no fixative device (e.g. for epiphysiodesis)'}"
1ta80la,-0.05266665329993017,"{'Repair, shoulder joint open approach using simple apposition technique only [e.g. suturing, anchors]', 'Repair, shoulder joint open approach using simple apposition technique only [e.g. suturing]'}"
l300,-0.05266307885450379,{'Nummular dermatitis'}
c384,-0.052661841735939977,{'Malignant neoplasm of pleura'}
m314,-0.052649350577992644,{'Aortic arch syndrome [Takayasu]'}
k116,-0.05257119147746676,{'Mucocele of salivary gland'}
1fu27ja,-0.052551380212884954,"{'Radiation, thyroid gland using external beam'}"
1va35lad3,-0.05252847783581232,"{'Pharmacotherapy (local), hip joint using open approach and other irrigating solution'}"
w2103,-0.052488844769760616,{'Striking against or struck by hockey puck'}
1ya87laxxa,-0.05248342105403176,"{'Excision partial, scalp open [excisional] approach Using full thickness autograft', 'Excision partial, scalp open [excisional] approach using full thickness autograft'}"
1sc89pfnwn,-0.05245379351149061,"{'Excision total, spinal vertebrae posterior approach [posterolateral approach] with synthetic tissue '}"
2vz24jaja,-0.05243867773673084,"{'Electrophysiological measurement, leg using surface electrodes externally applied'}"
t932,0.05239542765251703,{'Sequelae of other fractures of lower limb'}
1ee78lanw,-0.05238194142585185,"{'Repair by decreasing size, mandible using open approach and plate, screw device (with/without wire o'}"
1pl72la,-0.05235438133155285,"{'Release, bladder neck using open approach and device NEC'}"
s4170,-0.05232886726819947,"{'Multiple open wounds of shoulder and upper arm, uncomplicated'}"
i605,-0.05228547878400604,{'Subarachnoid haemorrhage from vertebral artery'}
1we74lanwa,-0.05228224470375383,"{'Fixation, tarsal bones and intertarsal joints [hindfoot, midfoot] open approach using screw, plate a'}"
b023,-0.05227331163924153,{'Zoster ocular disease'}
1ub75lanwa,-0.05226407623690964,"{'Fusion, wrist joint with bone autograft using plate, screw'}"
a560,-0.05221376555605697,{'Chlamydial infection of lower genitourinary tract'}
l680,-0.052212181552870635,{'Hirsutism'}
1em80la,0.052169958255611666,"{'Repair, maxillary alveolar ridge no tissue used for repair, no device used [tissue alone]'}"
3jy30da,-0.05214315401659818,"{'Ultrasound, thoracic vessels NEC alone'}"
1nf78dq,-0.0521293782165498,"{'Repair by decreasing size, stomach endoscopic [laparoscopic] approach using gastric bypass technique'}"
1pc59hacg,-0.052117349924993235,"{'Destruction, kidney percutaneous (needle) approach using microwave device'}"
1vq35lak8,-0.05204649084885151,"{'Pharmacotherapy (local), tibia and fibula using open approach and antibacterial agent (e.g gentamyci'}"
1sc75pfgxa,-0.05204247233052307,"{'Fusion, spinal vertebrae open posterior approach [posterolateral approach] with autograft using devi'}"
s52110,-0.05203762611629426,"{'Fracture of neck of radius, closed'}"
m363,-0.052031217565792084,{'Arthropathy in other blood disorders'}
s707,-0.05200901323460366,{'Multiple superficial injuries of hip and thigh'}
w5102,-0.05197773962466489,{'Striking against or bumped into by another person in  hockey'}
s4688,-0.05193138535026977,{'Other and unspecified injury of other muscles and tendons at shoulder and upper arm level'}
1da87laxxe,-0.051880599779443794,"{'Excision partial, external ear NEC using local flap not using laser'}"
s051,-0.05186104468256533,{'Contusion of eyeball and orbital tissues'}
1ep80laxxg,-0.05186066465810834,"{'Repair, muscles of head and neck using pedicled flap [e.g. masseter, temporalis muscle flap, transpo'}"
1sc75lnnwk,-0.05185394515413546,"{'Fusion, spinal vertebrae open combined anterior and posterior approach [e.g. with hemi-epiphysiodesi'}"
1pm35cam4,-0.051834259917822825,"{'Pharmacotherapy (local), bladder per orifice approach using cytotoxic antibiotic or related substanc'}"
z76802,-0.05183362083057813,{'Kidney transplant candidate'}
r73811,-0.05183226281665596,{'Blood glucose between 12.0 - 13.9 mmol/L post-meal (or NOS)'}
e1368,-0.05182309826622019,"{'Other specified diabetes mellitus with other specified complication, not elsewhere classified'}"
n432,-0.0518229103838831,{'Other hydrocele'}
e882,-0.051822024227740154,"{'Lipomatosis, not elsewhere classified'}"
r799,-0.05182198053766401,"{'Abnormal finding of blood chemistry, unspecified'}"
t798,-0.05179639521683589,{'Other early complications of trauma'}
s42481,-0.051781924251251575,"{'Fracture of other part of lower end of humerus, open'}"
2vg71la,-0.05175231542892965,"{'Biopsy, knee joint using open approach'}"
m6002,-0.051742356798699915,"{'Infective myositis, upper arm'}"
1id79laxxq,-0.05173005565621803,"{'Repair by increasing size, aorta NEC using open approach with combined sources of tissue [e.g. peric'}"
n0831,-0.05171172836011412,"{'Glomerular disorders in diabetes mellitus, chronic kidney disease, stage 1'}"
Thoracic Surgery,0.051699414353567064,N/A
t3100,-0.0516434804444112,{'Burns involving less than 10% of body surface with 0% or unspecified third degree burns'}
y484,-0.05162098786832463,"{'Anaesthetic, unspecified, causing adverse effect in therapeutic use'}"
m660,-0.051604167945692905,{'Rupture of popliteal cyst'}
1de35cad3,-0.05157230297962278,"{'Pharmacotherapy (local), external auditory meatus per orifice approach using other irrigating soluti', 'Pharmacotherapy (local), external auditory meatus per orifice approach Using other irrigating soluti'}"
r491,-0.05153455017460631,{'Aphonia'}
z354,-0.05153073852349778,{'Supervision of pregnancy with grand multiparity'}
1ya87laxxb,-0.0515286970086715,"{'Excision partial, scalp open [excisional] approach using split thickness autograft', 'Excision partial, scalp open [excisional] approach Using split thickness autograft'}"
g638,-0.0515265953726634,{'Polyneuropathy in other diseases classified elsewhere'}
s43010,-0.051476213319451555,"{'Posterior dislocation of humerus, closed'}"
s42401,0.05143705190668453,"{'Supracondylar fracture of humerus, open'}"
1rf51daff,-0.05139866998178063,"{'Occlusion, fallopian tube endoscopic [laparoscopic] approach using clips [e.g. plastic]'}"
q512,-0.051396239781070316,{'Other doubling of uterus'}
1ym80laxxa,-0.051346656444049836,"{'Repair, breast open approach using autograft with no implantation of device'}"
h185,-0.0513282353096982,{'Hereditary corneal dystrophies'}
e1310,-0.05132676190638343,{'Other specified diabetes mellitus with ketoacidosis'}
1kg35hzm3,-0.05132597422800449,"{'Pharmacotherapy (local), arteries of leg NEC, elution from implanted device using plant alkaloids an'}"
u99010,-0.051309054038001616,{'Baseball'}
1tx52la,-0.05130139903434766,"{'Drainage, soft tissue of arm NEC using open (incisional) approach'}"
o70221,-0.051275420961692256,"{'Third degree perineal laceration during delivery, type 3b, so described, delivered, with or without '}"
c3481,-0.05126500787722223,{'Malignant neoplasm of overlapping lesion of left bronchus and lung'}
2tk71la,-0.05125436670093198,"{'Biopsy, humerus using open approach'}"
1an55seja,-0.051251455808037104,"{'Removal of device, brain burr hole technique for access of electrodes [e.g. recording, stimulating]'}"
q540,-0.051239736215098315,"{'Hypospadias, balanic'}"
1ob13laxxn,-0.0512336386327832,"{'Control of bleeding, spleen open [abdominal] approach using synthetic tissue [e.g. mesh, teflon pled'}"
1fb86laxxe,-0.05123016245707458,"{'Closure, fistula, hard palate using local flap [e.g. levator veli palatini sling reconstruction', 'Closure of fistula, hard palate using local flap'}"
1vc91lapnn,-0.05121834733671095,"{'Excision radical, femur with synthetic tissue [e.g. bone cement, paste] using dual component endopro'}"
s26890,-0.051217221733800944,{'Unspecified injury of heart without open wound into thoracic cavity'}
f010,-0.051209646111394946,{'Vascular dementia of acute onset'}
1da80la,-0.05120387217278227,"{'Repair, external ear NEC using open approach and no tissue'}"
m1098,-0.051193256579813384,"{'Gout, unspecified, other site'}"
g253,-0.05112174917832532,{'Myoclonus'}
1ub03jasr,-0.051118143526336694,"{'Immobilization, wrist joint using splinting device'}"
f454,-0.05111591077740533,{'Persistent somatoform pain disorder'}
1an87segx,-0.05110519797030419,"{'Excision partial, brain burr hole technique for access with device NEC'}"
y4504,-0.05110159563492765,{'Oxycodone causing adverse effect in therapeutic use'}
i634,-0.05105729279889455,"{'Cerebral infarction, unspecified', 'Cerebral infarction due to embolism of cerebral arteries'}"
m8669,-0.051046585036483065,"{'Other chronic osteomyelitis, unspecified site'}"
1qm89da,0.05103830298866314,"{'Excision total, testis, using [laparoscopic] endoscopic [inguinal] approach without scrotal implant'}"
1kt57lafv,-0.051026414415327515,"{'Extraction vessels of the pelvis, perineum and gluteal region open approach no tissue used using ath'}"
1fh52ha,-0.05101251826287527,"{'Drainage, floor of mouth using percutaneous (needle) approach'}"
c104,-0.05099693136183321,{'Malignant neoplasm of branchial cleft'}
1dg84lapma,-0.050952030660460584,"{'Reconstruction, ossicular chain using synthetic prosthesis and full thickness autograft [e.g. prosth'}"
1mc91vbxxe,-0.05090638287572628,"{'Excision radical, lymph node(s), cervical using local flap modified radical neck dissection'}"
i888,-0.050902741721130955,{'Other nonspecific lymphadenitis'}
3fy40wc,-0.05088179857159988,"{'Magnetic resonance imaging [MRI], soft tissue of neck with enhancement', 'Magnetic resonance imaging [MRI], soft tissue of neck with contrast'}"
1yy55lanm,-0.05086557018201923,"{'Removal of internal device, skin of surgically constructed sites of cardiac pacemaker battery/genera'}"
1is54jalf,-0.0508542083541584,"{'Management of internal device, vena cava (superior and inferior) of central venous catheter using ex', 'Management of internal device, vena cava (superior and inferior) of venous access device using exter'}"
n434,-0.050845811557299,{'Spermatocele'}
t542,-0.05083787312328756,{'Toxic effect of corrosive acids and acid-like substances'}
1na74ba,-0.05081143031344217,"{'Fixation, esophagus using endoscopic [per orifice] approach'}"
Gastro-Enterology,0.050806702821954236,N/A
1wa53lapn,-0.05080378305978556,"{'Implantation of internal device, ankle joint uncemented dual component prosthetic device [tibia and '}"
f333,-0.05077836759663605,"{'Recurrent depressive disorder, current episode severe with psychotic symptoms'}"
3aw10vm,-0.05075674685736904,"{'Xray, spinal cord following epidural injection of contrast (with or without fluoroscopy)'}"
k566,0.05075507982057445,{'Other and unspecified intestinal obstruction'}
r877,-0.0507512810166315,"{'Abnormal findings in specimens from female genital organs, abnormal histological findings'}"
p081,-0.050748342686751574,{'Other heavy for gestational age infants'}
n051,-0.05073168002593015,"{'Unspecified nephritic syndrome, focal and segmental glomerular lesions'}"
s42180,-0.05070087334742216,"{'Fracture of other part of scapula, closed'}"
p921,-0.05066709107837039,{'Regurgitation and rumination in newborn'}
m205,-0.050644992928380386,{'Other deformities of toe(s) (acquired)'}
1pq77la,-0.05063547827368797,"{'Bypass with exteriorization, urethra using open approach for stoma formation'}"
g82193,-0.05058273238822052,"{'Spastic paraplegia, unspecified, at the lumbar level'}"
o34201,-0.05057892916675694,"{'Maternal care for uterine scar due to previous caesarean section, delivered, with or without mention'}"
d332,-0.05054466207639704,"{'Benign neoplasm of brain, unspecified'}"
z5180,0.050511752448152564,{'Pain management planning'}
k118,-0.050507354305454735,{'Other diseases of salivary glands'}
s9348,-0.05048920834955779,{'Sprain and strain of other ligament of ankle'}
y742,-0.05048727279351966,"{'General hospital and personal-use devices associated with adverse incidents, prosthetic and other im'}"
r5601,-0.05048176004069413,{'Complex febrile convulsions'}
n979,-0.050453659224069775,"{'Female infertility, unspecified'}"
1na87lb,-0.05042284297774241,"{'Excision partial, esophagus with anastomosis using open cervical with abdominal [transhiatal] approa'}"
z823,-0.05041832992099004,{'Family history of stroke'}
5ca93ek,-0.05035959221720925,"{'Surgical removal of extrauterine pregnancy, endoscopic approach partial salpingectomy'}"
h270,-0.05035387795378131,{'Aphakia'}
1ed80lanwk,-0.05035179065720139,"{'Repair, maxilla open approach using plate, screw device (with/without wire/mesh) with homograft'}"
c919,-0.050347821178104414,"{'Lymphoid leukaemia, unspecified'}"
1ym87utxxe,-0.050310926875551464,"{'Excision partial, breast using open approach with localization device (e.g. needle hook, radioactive', 'Excision partial, breast using open guide wire (or needle hook) excision technique with local flap ('}"
s8600,-0.050286594275847744,{'Laceration of Achilles tendon'}
1yy55ladv,-0.050281850651014426,"{'Removal of internal device, skin of surgically constructed sites of neurostimulator only using open '}"
1kg57lafvn,-0.05023202048023727,"{'Extraction, arteries of leg NEC open approach using synthetic material using atherectomy device (e.g'}"
k0719,-0.05023082152731159,"{'Anomaly of jaw-cranial base relationship, unspecified'}"
s52020,-0.05021008473369751,"{""Monteggia's fracture, closed""}"
w28,-0.05020281252209094,{'Contact with powered lawnmower'}
1ym80latp,-0.05020051051472264,"{'Repair, breast open approach without tissue with implantation of tissue expander'}"
m8438,-0.05019169490344896,"{'Stress fracture, not elsewhere classified, other site'}"
y832,0.05016667939089494,"{'Other surgical procedures as the cause of abnormal reaction or later complication, without mention o', 'Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction or later comp', 'Surgical procedure, unspecified, as the cause of abnormal reaction or later complication, without me', 'Removal of other organ (partial) (total) as the cause of abnormal reaction or later complication, wi', 'Other reconstructive surgery as the cause of abnormal reaction or later complication, without mentio', 'Surgical operation with implant of artificial internal device as the cause of abnormal reaction or l', 'Antineoplastic natural products causing adverse effect in therapeutic use'}"
1pm59baat,-0.050152374560024277,"{'Destruction, bladder endoscopic per orifice approach using electromechanical device (ballistic) for '}"
o48003,-0.05005120006865674,"{'Prolonged pregnancy, antepartum condition or complication'}"
1ym80laxxe,-0.0500413704088884,"{'Repair, breast open approach using local flap with no implantation of device'}"
5ld31ap,0.04998086980874095,"{'Augmentation of labour, using artificial rupture of membranes'}"
v498,-0.049944056824841015,{'Car occupant [any] injured in other specified transport accidents'}
s53190,-0.04993611460642843,"{'Unspecified dislocation of elbow, closed'}"
1ne72da,-0.04993460128367403,"{'Release, pylorus endoscopic [laparoscopic] approach without concomitant vagotomy'}"
1wi74lanw,-0.04992804482885548,"{'Fixation, first metatarsal bone and first metatarsophalangeal joint open approach using plate and sc'}"
1pq87ba,-0.04991123216844504,"{'Excision partial, urethra using endoscopic per orifice approach'}"
1gw87da,-0.04989268543440988,"{'Excision partial, mediastinum using endoscopic approach [VATS]'}"
m2411,-0.04985952699989247,"{'Other articular cartilage disorders, shoulder region'}"
s0488,-0.04983352718399881,{'Other and unspecified injury of other cranial nerves'}
1sq53lapmq,-0.049809248639910306,"{'Implantation of internal device, pelvis using combined  sources of tissue [e.g. bone graft, cement/p'}"
2ma71la,-0.049777700955832664,"{'Biopsy, lymph node(s), head region using open approach', 'Biopsy, lymph nodes of head region using open approach'}"
1va87gb,0.049773086571341316,"{'Excision partial, hip joint endoscopic [arthroscopic] approach synovectomy or ganglionectomy alone'}"
t84044,-0.04977255054839747,"{'Mechanical complication of knee prosthesis, osteolysis around joint prosthesis'}"
s42800,-0.04975569385894844,"{'Fracture of other parts of shoulder and upper arm, closed'}"
1rn87crak,-0.049754555819018394,"{'Excision partial, cervix using per orifice [vaginal] approach with incision using loop electrode (LE'}"
t191,-0.04972996005914952,{'Foreign body in bladder'}
1qh87lb,-0.04970907014509593,"{'Excision partial, tunica vaginalis using open inguinal approach'}"
f603,0.04969835884017295,{'Emotionally unstable personality disorder'}
t8451,-0.049695092761449566,{'Infection and inflammatory reaction due to elbow prosthesis'}
l980,-0.04966102931756714,{'Pyogenic granuloma'}
1ga80lasl,-0.0495742390475961,"{'Repair, glottis using spacing device'}"
g1229,-0.04955700312026222,"{'Motor neuron disease, unspecified'}"
s407,-0.049541410816050575,{'Multiple superficial injuries of shoulder and upper arm'}
r6810,-0.0495383239025525,{'Apparent life threatening event of infant'}
o98803,-0.04951259107851142,"{'Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperi'}"
m8587,-0.04950040438025022,"{'Other specified disorders of bone density and structure, ankle and foot'}"
q514,-0.04946013518422778,{'Unicornate uterus'}
z221,-0.04943125409136019,{'Carrier of other intestinal infectious diseases'}
t929,0.04941904090999308,{'Sequelae of unspecified injury of upper limb'}
3oj10wz,-0.049409039529775226,"{'Xray, pancreas following endoscopic (retrograde) injection of contrast [ERP]'}"
h509,-0.049401466445019734,"{'Strabismus, unspecified'}"
c33,-0.04939342132091879,{'Malignant neoplasm of trachea'}
1yz80la,-0.04936827681316999,"{'Repair, skin NEC using apposition technique [suture]'}"
l292,-0.049342666631085934,{'Pruritus vulvae'}
g8101,-0.04932445192169485,{'Flaccid hemiplegia of non-dominant side'}
5md56nm,-0.04928915439640357,"{'Breech delivery, without episiotomy with assisted delivery of aftercoming head partial breech extrac'}"
y610,-0.04922487724779661,{'Foreign object accidentally left in body during surgical operation'}
m8648,-0.04922419431439433,"{'Chronic osteomyelitis with draining sinus, other site'}"
m7958,-0.04919350644561119,"{'Residual foreign body in soft tissue, other site'}"
1rb59lagx,-0.049166221615088046,"{'Destruction, ovary, open approach using device NEC (e.g. electrocautery or electrocoagulation)'}"
Gynaecology,0.049148380591238376,N/A
1bs09hadv,-0.04914561190575735,"{'Stimulation, nerve(s) of pelvis, hip and thigh (and lower trunk) using percutaneous approach and ele'}"
s27201,-0.049141641462044555,"{'Traumatic haemopneumothorax, with open wound into thoracic cavity'}"
s1348,-0.049089550125079755,{'Other sprain and strain of cervical spine'}
1vg35dad2,-0.04904716011847713,"{'Pharmacotherapy (local), knee joint using endoscopic (arthroscopic) approach and salt irrigating sol'}"
1ya87laxxf,-0.04903219745459723,"{'Excision partial, scalp open [excisional] approach Using free flap'}"
i829,-0.04901940280277728,{'Embolism and thrombosis of unspecified vein'}
o74501,-0.04899370362192366,"{'Spinal and epidural anaesthesia-induced headache during labour and delivery, delivered, with or with'}"
m6080,-0.04896163054964894,"{'Other myositis, multiple sites'}"
k0705,0.04890195566220202,{'Maxillary and mandibular microgenia'}
p052,-0.048888881799570426,{'Fetal malnutrition without mention of light or small for gestational age'}
r879,-0.048887451494080886,"{'Abnormal findings in specimens from female genital organs, unspecified abnormal finding'}"
d613,-0.04886956988778233,{'Idiopathic aplastic anaemia'}
1ee87lanw,-0.04885996011973442,"{'Excision partial, mandible open approach using plate, screw device (with/without wire/mesh) no tissu'}"
d0005,-0.04885435285903083,{'Carcinoma in situ of floor of mouth'}
1yc80la,-0.0488519786935173,"{'Repair, skin of ear using apposition technique [e.g. suture]'}"
s36130,-0.048850151036927546,"{'Parenchymal liver disruption involving 25 to 75% hepatic lobe, or 1 to three segments (Grade IV) wit'}"
s43200,-0.048847716714937234,"{'Dislocation of sternoclavicular joint, closed'}"
1vg73ja,-0.04884320545080767,"{'Reduction, knee joint using closed (external) approach'}"
k119,-0.04882709299693398,"{'Disease of salivary gland, unspecified'}"
1we55lanw,-0.048820362545532896,"{'Removal of device, tarsal bones and intertarsal joints [hindfoot, midfoot] of screw, plate and screw'}"
1ts80la,-0.048790508690238855,"{'Repair, tendons of the forearm [around elbow] using apposition technique [e.g. tendon sutured to ten'}"
1ym27ja,-0.04879033620846525,"{'Radiation, breast using external beam'}"
m8413,-0.04875283653343893,"{'Nonunion of fracture [pseudarthrosis], forearm'}"
a280,-0.0487399001658094,{'Pasteurellosis'}
1gt87da,-0.04872632348028351,"{'Excision partial, lung NEC using endoscopic approach [VATS]'}"
t139,-0.04871793380661122,"{'Unspecified injury of lower limb, level unspecified'}"
m8048,-0.04871413788857817,"{'Drug-induced osteoporosis with pathological fracture, other site'}"
1dr89qq,-0.04870695007825788,"{'Excision total, inner ear NEC using trans-labyrinthine approach'}"
1vs58laxxa,-0.048646466027869185,"{'Procurement, tendons of  lower leg [around knee] of autograft using open approach'}"
1vd72wj,-0.04863734340312231,"{'Release, muscles of hip and thigh using excisional technique [e.g. fasciectomy]'}"
1fm89la,-0.0486301457048744,"{'Excision total, parotid gland using open approach without preservation of facial nerve technique'}"
1ew87la,-0.048597399528165254,"{'Excision partial, maxillary sinus using open approach'}"
1gy55la,-0.048575885257687856,"{'Removal of device, thoracic cavity NEC using open approach'}"
s42291,-0.04856531414588397,"{'Fracture of unspecified part of upper end of humerus, open'}"
s93310,-0.048500951743937794,"{'Dislocation of tarsometatarsal joint, closed'}"
1rw80la,-0.04847749439856069,"{'Repair, vulva using open approach and no tissue'}"
n3939,0.048352604303825354,{'Stress incontinence'}
i661,-0.048350302917508046,{'Occlusion and stenosis of anterior cerebral artery'}
h192,-0.04834681290560929,{'Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere'}
3sc40wa,-0.04834150746324388,"{'Magnetic resonance imaging [MRI], spinal vertebrae without enhancement'}"
m6250,-0.04833435771225422,"{'Muscle wasting and atrophy, not elsewhere classified, multiple sites'}"
e1412,-0.04830999980637996,{'Unspecified diabetes mellitus with ketoacidosis with lactic acidosis'}
x46,-0.04826812580766563,{'Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapo'}
1uu80la,-0.048224526673614175,"{'Repair, tendons of thumb [Pollicis tendons] using apposition technique [e.g. tendon sutured to tendo'}"
t470,-0.048203819185192856,{'Poisoning by histamine H2-receptor antagonists'}
1ub74hanv,-0.048184915498170264,"{'Fixation, wrist joint percutaneous approach (e.g. with closed or no reduction) fixation device alone', 'Fixation, wrist joint open approach fixation device alone using plate, screw'}"
5md55kk,-0.048173782225427474,"{'Combination of vacuum and forceps delivery, without episiotomy low vacuum/forceps'}"
1hu80laxxa,-0.04812511697056916,"{'Repair, mitral valve, open approach using autograft [e.g. patching leaflet with pericardial tissue]', 'Repair, mitral valve open approach ((mini) thoracotomy, (mini) sternotomy) using autograft [e.g. pat'}"
1rd72dagx,-0.048109767632451915,"{'Release,  ovary with fallopian tube using endoscopic [laparoscopic] approach and device NEC (e.g. el'}"
m318,-0.04809756477646011,{'Other specified necrotizing vasculopathies'}
1ff89ll,-0.04809057127398717,"{'Excision total, root of tooth using anterior approach'}"
f079,-0.04807968997527608,"{'Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunctio'}"
s92501,-0.04807094604450735,"{'Fracture of other toe, open'}"
1vc80lanwa,-0.048070733599130604,"{'Repair, femur with autograft [e.g. bone, tendon] using plate, screw'}"
1sk80la,-0.04806750770052379,"{'Repair, sternum open approach without tissue [for repair] with no device used [in repair]'}"
m1037,-0.04805897693016754,"{'Gout due to impairment of renal function, ankle and foot'}"
1np73ba,-0.0480384537044854,"{'Reduction, small and large intestine using endoscopic per orifice approach'}"
1ky76laxxn,-0.04800319513029912,"{'Bypass, artery with vein using interposition graft made of synthetic material (e.g. Gore Tex)'}"
1tk87lapmn,-0.047986094732184514,"{'Excision partial, humerus with synthetic tissue [e.g. bone cement or paste] using endoprosthesis [hu'}"
m8901,-0.047977687189806106,"{'Complex Regional Pain Syndrome I [CRPS I], lower limb'}"
1ee73ja,-0.047960959128665555,"{'Reduction, mandible using closed [external] approach'}"
1pq87qy,-0.0479602732976295,"{'Excision partial, urethra open transvaginal approach using apposition technique [e.g. suturing] for '}"
g008,-0.047957024619312914,{'Other bacterial meningitis'}
g255,-0.04794477055542018,{'Other chorea'}
1ye87la,-0.0479320458866824,"{'Excision partial, lip open [excisional] approach without tissue repair'}"
1fa87ca,-0.04791136205989391,"{'Excision partial, nasopharynx using per orifice approach'}"
s02810,-0.04790296020262167,"{'Fracture of hard palate, closed'}"
z301,-0.04788667858929126,{'Insertion of (intrauterine) contraceptive device'}
OBS Delivered,0.04787501015241704,N/A
m4020,0.04787082453334529,"{'Other and unspecified kyphosis, multiple sites in spine'}"
c5029,-0.04786097443431693,"{'Malignant neoplasm of upper-inner quadrant of breast, unspecified side'}"
1es80laxxn,-0.047859232111500054,"{'Repair, nasal cartilage using synthetic tissue [e.g. silastic sheath]'}"
1da89laxxe,-0.04779823268667474,"{'Excision total, external ear NEC using local flap not using laser'}"
c030,-0.04778374853335832,{'Malignant neoplasm of upper gum'}
1ep80la,-0.047743073542598276,"{'Repair, muscles of head and neck using apposition technique [e.g suturing]'}"
m2401,-0.04770931160921733,"{'Loose body in joint, shoulder region'}"
1sc55pfgx,-0.04768706295802301,"{'Removal of device or appliance,  spinal vertebrae open posterior approach (to instrumentation) of de'}"
z38300,-0.04767550693596979,"{'Twin, born in hospital, product of both spontaneous (NOS) ovulation and conception, delivered vagina'}"
d160,-0.047596307146461465,{'Benign neoplasm of scapula and long bones of upper limb'}
1eb74lanw,-0.047527542478710216,"{'Fixation, zygoma without tissue [device only] using plate, screw device (with or without wire or mes'}"
q36,-0.04751632274753223,{'Cleft lip'}
q748,-0.04750401353018685,{'Other specified congenital malformations of limb(s)'}
1pq87qu,-0.04741085115398076,"{'Excision partial, urethra open transperineal approach'}"
1tk87la,-0.04739071677048475,"{'Excision partial, humerus no tissue used (for closure of defect) using no fixative device'}"
s27600,-0.047382629292556565,{'Contusion and haematoma of pleura without open wound of thoracic cavity'}
w91,-0.047379614971083756,{'Exposure to unspecified type of radiation'}
h355,-0.047370347865298874,{'Hereditary retinal dystrophy'}
p140,-0.047354202937750826,"{""Erb's paralysis due to birth injury""}"
e241,0.04732736384565837,"{""Nelson's syndrome""}"
1wg03jasr,-0.04724974026987886,"{'Immobilization, foot using splinting device'}"
i950,-0.04724650532677173,{'Idiopathic hypotension'}
1ym90latpe,-0.04721331627557419,"{'Excision total with reconstruction, breast using local flap with implantation of tissue expander'}"
s9172,0.04720934112702341,{'Avulsion injury of ankle and foot (skin of)'}
2rm71la,-0.04720244211245877,"{'Biopsy, uterus and surrounding structures using open approach'}"
1tk74lakd,-0.04720017516935647,"{'Fixation, humerus open approach fixation device alone using wire, mesh, staple'}"
t0280,-0.04719725478981229,"{'Fractures involving other combinations of body regions, closed'}"
s42110,-0.047145349006551096,"{'Fracture of coracoid process of scapula, closed', 'Fracture of unspecified part of scapula, closed'}"
t8408,-0.047135594556796626,{'Mechanical complication of other joint prosthesis'}
1fh87la,-0.047104365493456576,"{'Excision partial, floor of mouth open (excisional) approach using apposition technique [e.g. suturin'}"
s36891,-0.04710264094481976,{'Injury NOS of other intra-abdominal organs with open wound into cavity'}
q984,-0.04710110149099396,"{""Klinefelter's syndrome, unspecified""}"
